numbers,pokedex_number,name,hp,attack,defense,sp_attack,sp_defense,speed,generation,is_legendary,icon,type1,type2,height_m,weight_kgs
196,162,Furret,85,76,64,45,55,90,2,False,http://cdn.bulbagarden.net/upload/c/c1/162MS.png,Normal,,1.8,32.5
197,163,Hoothoot,60,30,30,36,56,50,2,False,http://cdn.bulbagarden.net/upload/c/c0/163MS.png,Normal,Flying,0.7,21.2
198,164,Noctowl,100,50,50,86,96,70,2,False,http://cdn.bulbagarden.net/upload/7/7a/164MS.png,Normal,Flying,1.6,40.8
199,165,Ledyba,40,20,30,40,80,55,2,False,http://cdn.bulbagarden.net/upload/e/e1/165MS.png,Bug,Flying,1.0,10.8
200,166,Ledian,55,35,50,55,110,85,2,False,http://cdn.bulbagarden.net/upload/4/44/166MS.png,Bug,Flying,1.4,35.6
201,167,Spinarak,40,60,40,40,40,30,2,False,http://cdn.bulbagarden.net/upload/0/08/167MS.png,Bug,Poison,0.5,8.5
202,168,Ariados,70,90,70,60,70,40,2,False,http://cdn.bulbagarden.net/upload/a/ae/168MS.png,Bug,Poison,1.1,33.5
203,169,Crobat,85,90,80,70,80,130,2,False,http://cdn.bulbagarden.net/upload/9/96/169MS.png,Poison,Flying,1.8,75.0
204,170,Chinchou,75,38,38,56,56,67,2,False,http://cdn.bulbagarden.net/upload/2/22/170MS.png,Water,Electric,0.5,12.0
205,171,Lanturn,125,58,58,76,76,67,2,False,http://cdn.bulbagarden.net/upload/4/43/171MS.png,Water,Electric,1.2,22.5
206,172,Pichu,20,40,15,35,35,60,2,False,http://cdn.bulbagarden.net/upload/5/50/172MS.png,Electric,,0.3,2.0
207,173,Cleffa,50,25,28,45,55,15,2,False,http://cdn.bulbagarden.net/upload/9/90/173MS.png,Fairy,,0.3,3.0
208,174,Igglybuff,90,30,15,40,20,15,2,False,http://cdn.bulbagarden.net/upload/4/44/174MS.png,Normal,Fairy,0.3,1.0
209,175,Togepi,35,20,65,40,65,20,2,False,http://cdn.bulbagarden.net/upload/e/ef/175MS.png,Fairy,,0.3,1.5
210,176,Togetic,55,40,85,80,105,40,2,False,http://cdn.bulbagarden.net/upload/8/82/176MS.png,Fairy,Flying,0.6,3.2
211,177,Natu,40,50,45,70,45,70,2,False,http://cdn.bulbagarden.net/upload/0/07/177MS.png,Psychic,Flying,0.2,2.0
212,178,Xatu,65,75,70,95,70,95,2,False,http://cdn.bulbagarden.net/upload/1/12/178MS.png,Psychic,Flying,1.5,15.0
213,179,Mareep,55,40,40,65,45,35,2,False,http://cdn.bulbagarden.net/upload/7/75/179MS.png,Electric,,0.6,7.8
214,180,Flaaffy,70,55,55,80,60,45,2,False,http://cdn.bulbagarden.net/upload/2/2a/180MS.png,Electric,,0.8,13.3
216,181,Ampharos,90,75,85,115,90,55,2,False,http://cdn.bulbagarden.net/upload/9/91/181MS.png,Electric,,1.4,61.5
215,181,Ampharos (Mega Ampharos),90,95,105,165,110,45,2,False,https://cdn.bulbagarden.net/upload/2/29/181MMS.png,Electric,Dragon,1.4,61.5
217,182,Bellossom,75,80,95,90,100,50,2,False,http://cdn.bulbagarden.net/upload/8/85/182MS.png,Grass,,0.4,5.8
218,183,Marill,70,20,50,20,50,40,2,False,http://cdn.bulbagarden.net/upload/3/36/183MS.png,Water,Fairy,0.4,8.5
219,184,Azumarill,100,50,80,60,80,50,2,False,http://cdn.bulbagarden.net/upload/8/89/184MS.png,Water,Fairy,0.8,28.5
220,185,Sudowoodo,70,100,115,30,65,30,2,False,http://cdn.bulbagarden.net/upload/3/3b/185MS.png,Rock,,1.2,38.0
221,186,Politoed,90,75,75,90,100,70,2,False,http://cdn.bulbagarden.net/upload/e/e9/186MS.png,Water,,1.1,33.9
222,187,Hoppip,35,35,40,35,55,50,2,False,http://cdn.bulbagarden.net/upload/4/43/187MS.png,Grass,Flying,0.4,0.5
223,188,Skiploom,55,45,50,45,65,80,2,False,http://cdn.bulbagarden.net/upload/8/88/188MS.png,Grass,Flying,0.6,1.0
224,189,Jumpluff,75,55,70,55,95,110,2,False,http://cdn.bulbagarden.net/upload/b/ba/189MS.png,Grass,Flying,0.8,3.0
225,190,Aipom,55,70,55,40,55,85,2,False,http://cdn.bulbagarden.net/upload/0/00/190MS.png,Normal,,0.8,11.5
226,191,Sunkern,30,30,30,30,30,30,2,False,http://cdn.bulbagarden.net/upload/e/e5/191MS.png,Grass,,0.3,1.8
227,192,Sunflora,75,75,55,105,85,30,2,False,http://cdn.bulbagarden.net/upload/5/5a/192MS.png,Grass,,0.8,8.5
228,193,Yanma,65,65,45,75,45,95,2,False,http://cdn.bulbagarden.net/upload/9/97/193MS.png,Bug,Flying,1.2,38.0
229,194,Wooper,55,45,45,25,25,15,2,False,http://cdn.bulbagarden.net/upload/0/0d/194MS.png,Water,Ground,0.4,8.5
230,195,Quagsire,95,85,85,65,65,35,2,False,http://cdn.bulbagarden.net/upload/8/8b/195MS.png,Water,Ground,1.4,75.0
231,196,Espeon,65,65,60,130,95,110,2,False,http://cdn.bulbagarden.net/upload/a/a7/196MS.png,Psychic,,0.9,26.5
232,197,Umbreon,95,65,110,60,130,65,2,False,http://cdn.bulbagarden.net/upload/7/76/197MS.png,Dark,,1.0,27.0
233,198,Murkrow,60,85,42,85,42,91,2,False,http://cdn.bulbagarden.net/upload/7/71/198MS.png,Dark,Flying,0.5,2.1
234,199,Slowking,95,75,80,100,110,30,2,False,http://cdn.bulbagarden.net/upload/8/80/199MS.png,Water,Psychic,2.0,79.5
235,200,Misdreavus,60,60,60,85,85,85,2,False,http://cdn.bulbagarden.net/upload/8/89/200MS.png,Ghost,,0.7,1.0
236,201,Unown,48,72,48,72,48,48,2,False,http://cdn.bulbagarden.net/upload/a/a4/201MS.png,Psychic,,0.5,5.0
237,202,Wobbuffet,190,33,58,33,58,33,2,False,http://cdn.bulbagarden.net/upload/f/fa/202MS.png,Psychic,,1.3,28.5
238,203,Girafarig,70,80,65,90,65,85,2,False,http://cdn.bulbagarden.net/upload/6/6a/203MS.png,Normal,Psychic,1.5,41.5
239,204,Pineco,50,65,90,35,35,15,2,False,http://cdn.bulbagarden.net/upload/5/52/204MS.png,Bug,,0.6,7.2
240,205,Forretress,75,90,140,60,60,40,2,False,http://cdn.bulbagarden.net/upload/5/5f/205MS.png,Bug,Steel,1.2,125.8
241,206,Dunsparce,100,70,70,65,65,45,2,False,http://cdn.bulbagarden.net/upload/b/b0/206MS.png,Normal,,1.5,14.0
242,207,Gligar,65,75,105,35,65,85,2,False,http://cdn.bulbagarden.net/upload/6/67/207MS.png,Ground,Flying,1.1,64.8
243,208,Steelix,75,85,200,55,65,30,2,False,http://cdn.bulbagarden.net/upload/b/bf/208MS.png,Steel,Ground,9.2,400.0
244,208,Steelix (Mega Steelix),75,125,230,55,95,30,2,False,https://cdn.bulbagarden.net/upload/0/05/208MMS.png,Steel,Ground,10.5,740.0
245,209,Snubbull,60,80,50,40,40,30,2,False,http://cdn.bulbagarden.net/upload/6/6c/209MS.png,Fairy,,0.6,7.8
246,210,Granbull,90,120,75,60,60,45,2,False,http://cdn.bulbagarden.net/upload/c/cd/210MS.png,Fairy,,1.4,48.7
247,211,Qwilfish,65,95,85,55,55,85,2,False,http://cdn.bulbagarden.net/upload/9/93/211MS.png,Water,Poison,0.5,3.9
249,212,Scizor,70,130,100,55,80,65,2,False,http://cdn.bulbagarden.net/upload/f/f2/212MS.png,Bug,Steel,1.8,118.0
248,212,Scizor (Mega Scizor),70,150,140,65,100,75,2,False,https://cdn.bulbagarden.net/upload/4/41/212MMS.png,Bug,Steel,2.0,125.0
250,213,Shuckle,20,10,230,10,230,5,2,False,http://cdn.bulbagarden.net/upload/0/0a/213MS.png,Bug,Rock,0.6,20.5
252,214,Heracross,80,125,75,40,95,85,2,False,http://cdn.bulbagarden.net/upload/4/4c/214MS.png,Bug,Fighting,1.5,54.0
251,214,Heracross (Mega Heracross),80,185,115,40,105,75,2,False,https://cdn.bulbagarden.net/upload/7/72/214MMS.png,Bug,Fighting,1.7,62.5
253,215,Sneasel,55,95,55,35,75,115,2,False,http://cdn.bulbagarden.net/upload/6/67/215MS.png,Dark,Ice,0.9,28.0
254,216,Teddiursa,60,80,50,50,50,40,2,False,http://cdn.bulbagarden.net/upload/5/5e/216MS.png,Normal,,0.6,8.8
255,217,Ursaring,90,130,75,75,75,55,2,False,http://cdn.bulbagarden.net/upload/5/50/217MS.png,Normal,,1.8,125.8
256,218,Slugma,40,40,40,70,40,20,2,False,http://cdn.bulbagarden.net/upload/d/dc/218MS.png,Fire,,0.7,35.0
257,219,Magcargo,60,50,120,90,80,30,2,False,http://cdn.bulbagarden.net/upload/6/6b/219MS.png,Fire,Rock,0.8,55.0
258,220,Swinub,50,50,40,30,30,50,2,False,http://cdn.bulbagarden.net/upload/1/10/220MS.png,Ice,Ground,0.4,6.5
259,221,Piloswine,100,100,80,60,60,50,2,False,http://cdn.bulbagarden.net/upload/6/6d/221MS.png,Ice,Ground,1.1,55.8
260,222,Corsola,65,55,95,65,95,35,2,False,http://cdn.bulbagarden.net/upload/9/97/222MS.png,Water,Rock,0.6,5.0
261,223,Remoraid,35,65,35,65,35,65,2,False,http://cdn.bulbagarden.net/upload/4/4f/223MS.png,Water,,0.6,12.0
262,224,Octillery,75,105,75,105,75,45,2,False,http://cdn.bulbagarden.net/upload/b/b5/224MS.png,Water,,0.9,28.5
263,225,Delibird,45,55,45,65,45,75,2,False,http://cdn.bulbagarden.net/upload/0/0b/225MS.png,Ice,Flying,0.9,16.0
264,226,Mantine,85,40,70,80,140,70,2,False,http://cdn.bulbagarden.net/upload/1/11/226MS.png,Water,Flying,2.1,220.0
265,227,Skarmory,65,80,140,40,70,70,2,False,http://cdn.bulbagarden.net/upload/c/c9/227MS.png,Steel,Flying,1.7,50.5
266,228,Houndour,45,60,30,80,50,65,2,False,http://cdn.bulbagarden.net/upload/3/3b/228MS.png,Dark,Fire,0.6,10.8
267,229,Houndoom,75,90,50,110,80,95,2,False,http://cdn.bulbagarden.net/upload/6/6b/229MS.png,Dark,Fire,1.4,35.0
268,229,Houndoom (Mega Houndoom),75,90,90,140,90,115,2,False,https://cdn.bulbagarden.net/upload/2/2b/229MMS.png,Dark,Fire,1.9,49.5
269,230,Kingdra,75,95,95,95,95,85,2,False,http://cdn.bulbagarden.net/upload/8/8e/230MS.png,Water,Dragon,1.8,152.0
270,231,Phanpy,90,60,60,40,40,40,2,False,http://cdn.bulbagarden.net/upload/9/90/231MS.png,Ground,,0.5,33.5
271,232,Donphan,90,120,120,60,60,50,2,False,http://cdn.bulbagarden.net/upload/2/2c/232MS.png,Ground,,1.1,120.0
272,233,Porygon2,85,80,90,105,95,60,2,False,http://cdn.bulbagarden.net/upload/7/78/233MS.png,Normal,,0.6,32.5
273,234,Stantler,73,95,62,85,65,85,2,False,http://cdn.bulbagarden.net/upload/4/40/234MS.png,Normal,,1.4,71.2
274,235,Smeargle,55,20,35,20,45,75,2,False,http://cdn.bulbagarden.net/upload/7/7c/235MS.png,Normal,,1.2,58.0
275,236,Tyrogue,35,35,35,35,35,35,2,False,http://cdn.bulbagarden.net/upload/e/ed/236MS.png,Fighting,,0.7,21.0
276,237,Hitmontop,50,95,95,35,110,70,2,False,http://cdn.bulbagarden.net/upload/e/ed/237MS.png,Fighting,,1.4,48.0
277,238,Smoochum,45,30,15,85,65,65,2,False,http://cdn.bulbagarden.net/upload/0/00/238MS.png,Ice,Psychic,0.4,6.0
278,239,Elekid,45,63,37,65,55,95,2,False,http://cdn.bulbagarden.net/upload/b/b5/239MS.png,Electric,,0.6,23.5
279,240,Magby,45,75,37,70,55,83,2,False,http://cdn.bulbagarden.net/upload/e/e4/240MS.png,Fire,,0.7,21.4
280,241,Miltank,95,80,105,40,70,100,2,False,http://cdn.bulbagarden.net/upload/c/ce/241MS.png,Normal,,1.2,75.5
281,242,Blissey,255,10,10,75,135,55,2,False,http://cdn.bulbagarden.net/upload/f/f8/242MS.png,Normal,,1.5,46.8
282,243,Raikou,90,85,75,115,100,115,2,True,http://cdn.bulbagarden.net/upload/8/80/243MS.png,Electric,,1.9,178.0
283,244,Entei,115,115,85,90,75,100,2,True,http://cdn.bulbagarden.net/upload/4/4e/244MS.png,Fire,,2.1,198.0
284,245,Suicune,100,75,115,90,115,85,2,True,http://cdn.bulbagarden.net/upload/e/ea/245MS.png,Water,,2.0,187.0
285,246,Larvitar,50,64,50,45,50,41,2,False,http://cdn.bulbagarden.net/upload/8/85/246MS.png,Rock,Ground,0.6,72.0
286,247,Pupitar,70,84,70,65,70,51,2,False,http://cdn.bulbagarden.net/upload/f/f9/247MS.png,Rock,Ground,1.2,152.0
287,248,Tyranitar,100,134,110,95,100,61,2,False,http://cdn.bulbagarden.net/upload/0/0f/248MS.png,Rock,Dark,2.0,202.0
288,248,Tyranitar (Mega Tyranitar),100,164,150,95,120,71,2,False,https://cdn.bulbagarden.net/upload/5/59/248MMS.png,Rock,Dark,2.5,255.0
289,249,Lugia,106,90,130,90,154,110,2,True,http://cdn.bulbagarden.net/upload/c/c8/249MS.png,Psychic,Flying,5.2,216.0
290,250,Ho-Oh,106,130,90,110,154,90,2,True,http://cdn.bulbagarden.net/upload/e/ee/250MS.png,Fire,Flying,3.8,199.0
291,251,Celebi,100,100,100,100,100,100,2,True,http://cdn.bulbagarden.net/upload/5/5a/251MS.png,Psychic,Grass,0.6,5.0
292,252,Treecko,40,45,35,65,55,70,3,False,http://cdn.bulbagarden.net/upload/c/cf/252MS.png,Grass,,0.5,5.0
293,253,Grovyle,50,65,45,85,65,95,3,False,http://cdn.bulbagarden.net/upload/a/a5/253MS.png,Grass,,0.9,21.6
295,254,Sceptile,70,85,65,105,85,120,3,False,http://cdn.bulbagarden.net/upload/f/ff/254MS.png,Grass,,1.7,52.2
294,254,Sceptile (Mega Sceptile),70,110,75,145,85,145,3,False,https://cdn.bulbagarden.net/upload/2/27/254MMS.png,Grass,Dragon,1.9,55.2
296,255,Torchic,45,60,40,70,50,45,3,False,http://cdn.bulbagarden.net/upload/d/d5/255MS.png,Fire,,0.4,2.5
297,256,Combusken,60,85,60,85,60,55,3,False,http://cdn.bulbagarden.net/upload/4/4d/256MS.png,Fire,Fighting,0.9,19.5
298,257,Blaziken,80,120,70,110,70,80,3,False,http://cdn.bulbagarden.net/upload/3/3e/257MS.png,Fire,Fighting,1.9,52.0
299,257,Blaziken (Mega Blaziken),80,160,80,130,80,100,3,False,https://cdn.bulbagarden.net/upload/7/73/257MMS.png,Fire,Fighting,1.9,52.0
300,258,Mudkip,50,70,50,50,50,40,3,False,http://cdn.bulbagarden.net/upload/1/19/258MS.png,Water,,0.4,7.6
301,259,Marshtomp,70,85,70,60,70,50,3,False,http://cdn.bulbagarden.net/upload/2/21/259MS.png,Water,Ground,0.7,28.0
303,260,Swampert,100,110,90,85,90,60,3,False,http://cdn.bulbagarden.net/upload/a/a6/260MS.png,Water,Ground,1.5,81.9
302,260,Swampert (Mega Swampert),100,150,110,95,110,70,3,False,https://cdn.bulbagarden.net/upload/1/18/260MMS.png,Water,Ground,1.9,102.0
304,261,Poochyena,35,55,35,30,30,35,3,False,http://cdn.bulbagarden.net/upload/5/5c/261MS.png,Dark,,0.5,13.6
305,262,Mightyena,70,90,70,60,60,70,3,False,http://cdn.bulbagarden.net/upload/4/4d/262MS.png,Dark,,1.0,37.0
306,263,Zigzagoon,38,30,41,30,41,60,3,False,http://cdn.bulbagarden.net/upload/a/a5/263MS.png,Normal,,0.4,17.5
307,264,Linoone,78,70,61,50,61,100,3,False,http://cdn.bulbagarden.net/upload/7/71/264MS.png,Normal,,0.5,32.5
308,265,Wurmple,45,45,35,20,30,20,3,False,http://cdn.bulbagarden.net/upload/7/78/265MS.png,Bug,,0.3,3.6
309,266,Silcoon,50,35,55,25,25,15,3,False,http://cdn.bulbagarden.net/upload/4/41/266MS.png,Bug,,0.6,10.0
310,267,Beautifly,60,70,50,100,50,65,3,False,http://cdn.bulbagarden.net/upload/e/e9/267MS.png,Bug,Flying,1.0,28.4
311,268,Cascoon,50,35,55,25,25,15,3,False,http://cdn.bulbagarden.net/upload/6/64/268MS.png,Bug,,0.7,11.5
312,269,Dustox,60,50,70,50,90,65,3,False,http://cdn.bulbagarden.net/upload/a/ad/269MS.png,Bug,Poison,1.2,31.6
313,270,Lotad,40,30,30,40,50,30,3,False,http://cdn.bulbagarden.net/upload/1/12/270MS.png,Water,Grass,0.5,2.6
314,271,Lombre,60,50,50,60,70,50,3,False,http://cdn.bulbagarden.net/upload/e/e1/271MS.png,Water,Grass,1.2,32.5
315,272,Ludicolo,80,70,70,90,100,70,3,False,http://cdn.bulbagarden.net/upload/a/a0/272MS.png,Water,Grass,1.5,55.0
316,273,Seedot,40,40,50,30,30,30,3,False,http://cdn.bulbagarden.net/upload/c/cb/273MS.png,Grass,,0.5,4.0
317,274,Nuzleaf,70,70,40,60,40,60,3,False,http://cdn.bulbagarden.net/upload/c/c6/274MS.png,Grass,Dark,1.0,28.0
318,275,Shiftry,90,100,60,90,60,80,3,False,http://cdn.bulbagarden.net/upload/3/34/275MS.png,Grass,Dark,1.3,59.6
319,276,Taillow,40,55,30,30,30,85,3,False,http://cdn.bulbagarden.net/upload/f/f3/276MS.png,Normal,Flying,0.3,2.3
320,277,Swellow,60,85,60,75,50,125,3,False,http://cdn.bulbagarden.net/upload/1/1a/277MS.png,Normal,Flying,0.7,19.8
321,278,Wingull,40,30,30,55,30,85,3,False,http://cdn.bulbagarden.net/upload/b/b4/278MS.png,Water,Flying,0.6,9.5
322,279,Pelipper,60,50,100,95,70,65,3,False,http://cdn.bulbagarden.net/upload/9/96/279MS.png,Water,Flying,1.2,28.0
323,280,Ralts,28,25,25,45,35,40,3,False,http://cdn.bulbagarden.net/upload/3/32/280MS.png,Psychic,Fairy,0.4,6.6
324,281,Kirlia,38,35,35,65,55,50,3,False,http://cdn.bulbagarden.net/upload/7/77/281MS.png,Psychic,Fairy,0.8,20.2
325,282,Gardevoir,68,65,65,125,115,80,3,False,http://cdn.bulbagarden.net/upload/4/4a/282MS.png,Psychic,Fairy,1.6,48.4
326,282,Gardevoir (Mega Gardevoir),68,85,65,165,135,100,3,False,https://cdn.bulbagarden.net/upload/3/34/282MMS.png,Psychic,Fairy,1.6,48.4
327,283,Surskit,40,30,32,50,52,65,3,False,http://cdn.bulbagarden.net/upload/1/1f/283MS.png,Bug,Water,0.5,1.7
328,284,Masquerain,70,60,62,100,82,80,3,False,http://cdn.bulbagarden.net/upload/a/af/284MS.png,Bug,Flying,0.8,3.6
329,285,Shroomish,60,40,60,40,60,35,3,False,http://cdn.bulbagarden.net/upload/8/8e/285MS.png,Grass,,0.4,4.5
330,286,Breloom,60,130,80,60,60,70,3,False,http://cdn.bulbagarden.net/upload/e/ed/286MS.png,Grass,Fighting,1.2,39.2
331,287,Slakoth,60,60,60,35,35,30,3,False,http://cdn.bulbagarden.net/upload/6/62/287MS.png,Normal,,0.8,24.0
332,288,Vigoroth,80,80,80,55,55,90,3,False,http://cdn.bulbagarden.net/upload/3/38/288MS.png,Normal,,1.4,46.5
333,289,Slaking,150,160,100,95,65,100,3,False,http://cdn.bulbagarden.net/upload/0/0d/289MS.png,Normal,,2.0,130.5
334,290,Nincada,31,45,90,30,30,40,3,False,http://cdn.bulbagarden.net/upload/9/9f/290MS.png,Bug,Ground,0.5,5.5
335,291,Ninjask,61,90,45,50,50,160,3,False,http://cdn.bulbagarden.net/upload/5/54/291MS.png,Bug,Flying,0.8,12.0
336,292,Shedinja,1,90,45,30,30,40,3,False,http://cdn.bulbagarden.net/upload/3/30/292MS.png,Bug,Ghost,0.8,1.2
337,293,Whismur,64,51,23,51,23,28,3,False,http://cdn.bulbagarden.net/upload/5/54/293MS.png,Normal,,0.6,16.3
338,294,Loudred,84,71,43,71,43,48,3,False,http://cdn.bulbagarden.net/upload/7/73/294MS.png,Normal,,1.0,40.5
339,295,Exploud,104,91,63,91,73,68,3,False,http://cdn.bulbagarden.net/upload/c/c2/295MS.png,Normal,,1.5,84.0
340,296,Makuhita,72,60,30,20,30,25,3,False,http://cdn.bulbagarden.net/upload/7/7e/296MS.png,Fighting,,1.0,86.4
341,297,Hariyama,144,120,60,40,60,50,3,False,http://cdn.bulbagarden.net/upload/d/dd/297MS.png,Fighting,,2.3,253.8
342,298,Azurill,50,20,40,20,40,20,3,False,http://cdn.bulbagarden.net/upload/5/52/298MS.png,Normal,Fairy,0.2,2.0
343,299,Nosepass,30,45,135,45,90,30,3,False,http://cdn.bulbagarden.net/upload/a/a6/299MS.png,Rock,,1.0,97.0
344,300,Skitty,50,45,45,35,35,50,3,False,http://cdn.bulbagarden.net/upload/e/e4/300MS.png,Normal,,0.6,11.0
345,301,Delcatty,70,65,65,55,55,90,3,False,http://cdn.bulbagarden.net/upload/0/0a/301MS.png,Normal,,1.1,32.6
347,302,Sableye,50,75,75,65,65,50,3,False,http://cdn.bulbagarden.net/upload/6/60/302MS.png,Dark,Ghost,0.5,11.0
346,302,Sableye (Mega Sableye),50,85,125,85,115,20,3,False,https://cdn.bulbagarden.net/upload/2/29/302MMS.png,Dark,Ghost,0.5,161.0
348,303,Mawile,50,85,85,55,55,50,3,False,http://cdn.bulbagarden.net/upload/5/53/303MS.png,Steel,Fairy,0.6,11.5
349,303,Mawile (Mega Mawile),50,105,125,55,95,50,3,False,https://cdn.bulbagarden.net/upload/5/52/303MMS.png,Steel,Fairy,1.0,23.5
350,304,Aron,50,70,100,40,40,30,3,False,http://cdn.bulbagarden.net/upload/c/c5/304MS.png,Steel,Rock,0.4,60.0
351,305,Lairon,60,90,140,50,50,40,3,False,http://cdn.bulbagarden.net/upload/3/3e/305MS.png,Steel,Rock,0.9,120.0
352,306,Aggron,70,110,180,60,60,50,3,False,http://cdn.bulbagarden.net/upload/d/d5/306MS.png,Steel,Rock,2.1,360.0
353,306,Aggron (Mega Aggron),70,140,230,60,80,50,3,False,https://cdn.bulbagarden.net/upload/5/5b/306MMS.png,Steel,,2.2,395.0
354,307,Meditite,30,40,55,40,55,60,3,False,http://cdn.bulbagarden.net/upload/6/67/307MS.png,Fighting,Psychic,0.6,11.2
356,308,Medicham,60,60,75,60,75,80,3,False,http://cdn.bulbagarden.net/upload/0/0b/308MS.png,Fighting,Psychic,1.3,31.5
355,308,Medicham (Mega Medicham),60,100,85,80,85,100,3,False,https://cdn.bulbagarden.net/upload/0/04/308MMS.png,Fighting,Psychic,1.3,31.5
357,309,Electrike,40,45,40,65,40,65,3,False,http://cdn.bulbagarden.net/upload/6/62/309MS.png,Electric,,0.6,15.2
358,310,Manectric,70,75,60,105,60,105,3,False,http://cdn.bulbagarden.net/upload/0/04/310MS.png,Electric,,1.5,40.2
359,310,Manectric (Mega Manectric),70,75,80,135,80,135,3,False,https://cdn.bulbagarden.net/upload/0/05/310MMS.png,Electric,,1.8,44.0
360,311,Plusle,60,50,40,85,75,95,3,False,http://cdn.bulbagarden.net/upload/e/e7/311MS.png,Electric,,0.4,4.2
361,312,Minun,60,40,50,75,85,95,3,False,http://cdn.bulbagarden.net/upload/9/94/312MS.png,Electric,,0.4,4.2
362,313,Volbeat,65,73,75,47,85,85,3,False,http://cdn.bulbagarden.net/upload/b/bd/313MS.png,Bug,,0.7,17.7
363,314,Illumise,65,47,75,73,85,85,3,False,http://cdn.bulbagarden.net/upload/4/41/314MS.png,Bug,,0.6,17.7
364,315,Roselia,50,60,45,100,80,65,3,False,http://cdn.bulbagarden.net/upload/b/bf/315MS.png,Grass,Poison,0.3,2.0
365,316,Gulpin,70,43,53,43,53,40,3,False,http://cdn.bulbagarden.net/upload/0/03/316MS.png,Poison,,0.4,10.3
366,317,Swalot,100,73,83,73,83,55,3,False,http://cdn.bulbagarden.net/upload/a/a3/317MS.png,Poison,,1.7,80.0
367,318,Carvanha,45,90,20,65,20,65,3,False,http://cdn.bulbagarden.net/upload/c/ca/318MS.png,Water,Dark,0.8,20.8
369,319,Sharpedo,70,120,40,95,40,95,3,False,http://cdn.bulbagarden.net/upload/e/e2/319MS.png,Water,Dark,1.8,88.8
368,319,Sharpedo (Mega Sharpedo),70,140,70,110,65,105,3,False,https://cdn.bulbagarden.net/upload/e/e2/319MMS.png,Water,Dark,2.5,130.3
370,320,Wailmer,130,70,35,70,35,60,3,False,http://cdn.bulbagarden.net/upload/5/55/320MS.png,Water,,2.0,130.0
371,321,Wailord,170,90,45,90,45,60,3,False,http://cdn.bulbagarden.net/upload/e/ec/321MS.png,Water,,14.5,398.0
372,322,Numel,60,60,40,65,45,35,3,False,http://cdn.bulbagarden.net/upload/5/5c/322MS.png,Fire,Ground,0.7,24.0
373,323,Camerupt,70,100,70,105,75,40,3,False,http://cdn.bulbagarden.net/upload/6/6f/323MS.png,Fire,Ground,1.9,220.0
374,323,Camerupt (Mega Camerupt),70,120,100,145,105,20,3,False,https://cdn.bulbagarden.net/upload/f/f1/323MMS.png,Fire,Ground,2.5,320.5
375,324,Torkoal,70,85,140,85,70,20,3,False,http://cdn.bulbagarden.net/upload/3/39/324MS.png,Fire,,0.5,80.4
376,325,Spoink,60,25,35,70,80,60,3,False,http://cdn.bulbagarden.net/upload/a/a7/325MS.png,Psychic,,0.7,30.6
377,326,Grumpig,80,45,65,90,110,80,3,False,http://cdn.bulbagarden.net/upload/b/b8/326MS.png,Psychic,,0.9,71.5
378,327,Spinda,60,60,60,60,60,60,3,False,http://cdn.bulbagarden.net/upload/c/c2/327MS.png,Normal,,1.1,5.0
379,328,Trapinch,45,100,45,45,45,10,3,False,http://cdn.bulbagarden.net/upload/f/f8/328MS.png,Ground,,0.7,15.0
380,329,Vibrava,50,70,50,50,50,70,3,False,http://cdn.bulbagarden.net/upload/6/6c/329MS.png,Ground,Dragon,1.1,15.3
381,330,Flygon,80,100,80,80,80,100,3,False,http://cdn.bulbagarden.net/upload/e/eb/330MS.png,Ground,Dragon,2.0,82.0
382,331,Cacnea,50,85,40,85,40,35,3,False,http://cdn.bulbagarden.net/upload/3/3a/331MS.png,Grass,,0.4,51.3
383,332,Cacturne,70,115,60,115,60,55,3,False,http://cdn.bulbagarden.net/upload/9/95/332MS.png,Grass,Dark,1.3,77.4
384,333,Swablu,45,40,60,40,75,50,3,False,http://cdn.bulbagarden.net/upload/6/61/333MS.png,Normal,Flying,0.4,1.2
385,334,Altaria,75,70,90,70,105,80,3,False,http://cdn.bulbagarden.net/upload/a/a2/334MS.png,Dragon,Flying,1.1,20.6
386,334,Altaria (Mega Altaria),75,110,110,110,105,80,3,False,https://cdn.bulbagarden.net/upload/1/18/334MMS.png,Dragon,Fairy,1.5,20.6
387,335,Zangoose,73,115,60,60,60,90,3,False,http://cdn.bulbagarden.net/upload/2/2c/335MS.png,Normal,,1.3,40.3
388,336,Seviper,73,100,60,100,60,65,3,False,http://cdn.bulbagarden.net/upload/b/b4/336MS.png,Poison,,2.7,52.5
389,337,Lunatone,90,55,65,95,85,70,3,False,http://cdn.bulbagarden.net/upload/d/d5/337MS.png,Rock,Psychic,1.0,168.0
390,338,Solrock,90,95,85,55,65,70,3,False,http://cdn.bulbagarden.net/upload/1/1e/338MS.png,Rock,Psychic,1.2,154.0
391,339,Barboach,50,48,43,46,41,60,3,False,http://cdn.bulbagarden.net/upload/9/9c/339MS.png,Water,Ground,0.4,1.9
392,340,Whiscash,110,78,73,76,71,60,3,False,http://cdn.bulbagarden.net/upload/7/76/340MS.png,Water,Ground,0.9,23.6
393,341,Corphish,43,80,65,50,35,35,3,False,http://cdn.bulbagarden.net/upload/5/5a/341MS.png,Water,,0.6,11.5
394,342,Crawdaunt,63,120,85,90,55,55,3,False,http://cdn.bulbagarden.net/upload/e/e4/342MS.png,Water,Dark,1.1,32.8
